Episode,Time,UE x,UE y,UE SINR,BS TX Power,Beam Index,Action,Cumul. Reward,Done,Abort,Loss,Q
36.0,6.0,20.619558271675846,-71.93047019969842,25.82,34.28,0.0,0.0,87.0,0.0,0.0,2.232392038617815,21.590336288724625
36.0,7.0,20.382892838302865,-71.78503991924232,8.83,43.16,1.0,0.0,82.0,0.0,1.0,2.232392038617815,21.590336288724625
37.0,1.0,34.56664855226287,-38.34328830167924,17.87,1.65,0.0,2.0,0.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,2.0,34.8428312880347,-38.31356305502346,16.47,2.08,1.0,0.0,17.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,3.0,34.90107126648756,-38.58516680819519,22.31,2.62,2.0,0.0,34.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,4.0,34.73666934643994,-38.361263921854224,24.95,3.3,3.0,0.0,51.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,5.0,34.4596137298072,-38.341246951069074,24.61,4.15,0.0,0.0,68.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,6.0,34.56787958285151,-38.597057425623476,7.34,5.22,1.0,0.0,70.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,7.0,34.8253954121622,-38.49291285552216,10.87,6.57,2.0,0.0,72.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,8.0,34.95201963175741,-38.74015120375937,9.64,8.27,3.0,0.0,74.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,9.0,34.67433103198391,-38.733113066008926,30.97,10.41,0.0,0.0,91.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,10.0,34.90224744111354,-38.89190413715783,32.26,13.11,1.0,0.0,108.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,11.0,34.89670856944451,-39.16962668706654,22.27,16.5,2.0,0.0,125.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,12.0,34.62577731342887,-39.23091900584261,28.3,20.77,3.0,0.0,142.0,0.0,0.0,1.944638023009667,20.2541061857572
37.0,13.0,34.86293548903389,-39.08629364993688,39.41,26.15,0.0,0.0,137.0,0.0,1.0,1.944638023009667,20.2541061857572
38.0,1.0,49.14260764390945,92.45686486691108,13.23,32.47,1.0,0.0,17.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,2.0,49.400282797899,92.56061460832579,7.93,25.79,2.0,1.0,19.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,3.0,49.133068422046186,92.6364893153417,8.8,20.49,3.0,1.0,21.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,4.0,48.85677601327488,92.60780136172856,11.86,16.28,0.0,1.0,23.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,5.0,49.13453568658206,92.60462997221482,11.69,12.93,1.0,1.0,25.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,6.0,49.33582392563333,92.41320495126197,13.92,10.27,2.0,1.0,42.0,0.0,0.0,1.7449696234294347,19.810074555022375
38.0,7.0,49.18027893847911,92.18306097285203,-6.72,8.16,3.0,1.0,37.0,0.0,1.0,1.7449696234294347,19.810074555022375
39.0,1.0,-30.684416241882225,-119.46059354128754,-21.96,8.67,0.0,1.0,-5.0,0.0,1.0,1.9972926378250122,19.846845984458923
40.0,1.0,16.489674011521043,-11.562482415596742,44.8,18.57,3.0,1.0,-5.0,0.0,1.0,1.4078131914138794,20.00569073855877
41.0,1.0,13.352972197565725,97.98692544675228,15.91,30.44,1.0,3.0,0.0,0.0,0.0,2.108103096485138,19.939669013023376
41.0,2.0,13.378857545919248,97.71035639105773,-24.44,38.32,2.0,0.0,-5.0,0.0,1.0,2.108103096485138,19.939669013023376
42.0,1.0,-126.15773829268993,133.61804349162406,-3.6,4.4,0.0,1.0,-5.0,0.0,1.0,1.8806445598602295,20.013364166021347
43.0,1.0,-45.42199210929967,22.332344690314358,32.67,6.18,0.0,3.0,0.0,0.0,0.0,2.400820016860962,19.835857532918453
43.0,2.0,-45.61623966736873,22.13377888255439,-5.76,7.78,1.0,0.0,-5.0,0.0,1.0,2.400820016860962,19.835857532918453
44.0,1.0,-89.49928792607328,135.3331677107229,-159.1,24.78,3.0,1.0,-5.0,0.0,1.0,2.065546751022339,19.99095994234085
45.0,1.0,139.47025733196895,-90.9159521543731,14.65,14.18,3.0,0.0,17.0,0.0,0.0,2.000170191129049,19.85870501647393
45.0,2.0,139.38967727324592,-91.18178546297712,9.68,17.85,0.0,0.0,19.0,0.0,0.0,2.000170191129049,19.85870501647393
45.0,3.0,139.65005944604596,-91.08503000878929,19.35,22.47,1.0,0.0,36.0,0.0,0.0,2.000170191129049,19.85870501647393
45.0,4.0,139.40797622313787,-91.22125117826596,6.9,28.29,2.0,0.0,38.0,0.0,0.0,2.000170191129049,19.85870501647393
45.0,5.0,139.33821467480664,-91.49012627975658,10.14,35.61,3.0,0.0,40.0,0.0,0.0,2.000170191129049,19.85870501647393
45.0,6.0,139.1008164436314,-91.3458953064463,-150.21,31.74,3.0,3.0,35.0,0.0,1.0,2.000170191129049,19.85870501647393
46.0,1.0,121.78412026220698,-117.5000564566015,18.77,44.14,2.0,0.0,-5.0,0.0,1.0,2.3838136196136475,19.634377628564835
47.0,1.0,-127.30021532846973,-54.9268182631555,2.02,32.41,1.0,3.0,0.0,0.0,0.0,2.2806195616722107,19.558244667947292
47.0,2.0,-127.56327884176847,-55.01602634461725,10.67,40.8,2.0,0.0,-5.0,0.0,1.0,2.2806195616722107,19.558244667947292
48.0,1.0,93.47297503350747,80.5324082858401,16.91,35.04,1.0,0.0,17.0,0.0,0.0,2.2238744497299194,19.45052793622017
48.0,2.0,93.67382396433753,80.72429419155384,-13.54,44.11,2.0,0.0,12.0,0.0,1.0,2.2238744497299194,19.45052793622017
49.0,1.0,-136.7926679461337,61.323354983430484,0.52,13.54,1.0,1.0,2.0,0.0,0.0,2.406628410021464,19.13577676564455
49.0,2.0,-137.04519699010336,61.43906831792103,13.02,17.05,2.0,0.0,19.0,0.0,0.0,2.406628410021464,19.13577676564455
49.0,3.0,-137.1783097732724,61.682874554068,8.85,21.46,3.0,0.0,21.0,0.0,0.0,2.406628410021464,19.13577676564455
49.0,4.0,-137.37872576141274,61.875212604190395,11.3,27.02,0.0,0.0,23.0,0.0,0.0,2.406628410021464,19.13577676564455
49.0,5.0,-137.47141075884053,61.61335389213565,25.18,34.02,1.0,0.0,40.0,0.0,0.0,2.406628410021464,19.13577676564455
49.0,6.0,-137.57370968585528,61.3550993212975,-1.26,42.83,2.0,0.0,35.0,0.0,1.0,2.406628410021464,19.13577676564455
50.0,1.0,57.95661223646302,67.10624970756722,13.21,23.1,0.0,3.0,0.0,0.0,0.0,2.1873918771743774,18.97687016800046
50.0,2.0,58.224459832293334,67.17985785409383,22.29,29.08,1.0,0.0,17.0,0.0,0.0,2.1873918771743774,18.97687016800046
50.0,3.0,58.436531959006636,67.00045354283444,12.35,36.61,2.0,0.0,34.0,0.0,0.0,2.1873918771743774,18.97687016800046
50.0,4.0,58.16753070078226,66.93118004934043,17.7,46.09,3.0,0.0,29.0,0.0,1.0,2.1873918771743774,18.97687016800046
51.0,1.0,62.44315469465511,-134.3655173538331,8.71,40.85,2.0,2.0,-5.0,0.0,1.0,2.4317619800567627,19.355727434158325
52.0,1.0,91.04828749451038,-45.22990399345987,-27.97,1.8,0.0,0.0,-5.0,0.0,1.0,2.0124120712280273,19.07159036397934
53.0,1.0,-50.42180497689996,41.47007185029844,24.0,37.11,2.0,2.0,0.0,0.0,0.0,2.369984745979309,19.10898408293724
